song_name,artist,danceability,energy,valence,tempo
Do Not Sit If You Can Dance,Scooter,0.501,0.963,0.226,152.988
En Las Nubes,Jerry Rivera,0.699,0.672,0.77,86.842
Gringo,Ati242,0.719,0.634,0.378,149.934
All By Myself,Alok;Sigala;Ellie Goulding,0.662,0.848,0.773,123.041
Dominas,Carl Craig,0.587,0.875,0.443,127.022
Taciturn,Stone Sour,0.286,0.547,0.453,174.717
Serenity,Jim Brickman,0.255,0.0302,0.0414,73.69
Come Right Now - Live,Planetshakers,0.523,0.899,0.439,128.075
Shackle Chain,Apache Indian,0.851,0.815,0.934,79.972
La paix,KIKESA,0.659,0.804,0.804,154.111
Nin Snehathal,Mathew T John,0.625,0.552,0.276,139.971
The Hudson River Challenge,Ben Bailey,0.35,0.895,0.0369,69.674
Bonus Track,Paul Cardall,0.143,0.00831,0.117,76.538
galore - french version,Oklou;Pomme;Danny L Harle,0.67,0.381,0.554,124.877
Wärsta wiben,Labyrint;Kapten Röd,0.764,0.841,0.702,170.032
Decida,Milionário & José Rico,0.417,0.559,0.601,159.294
Stand By Me - Remastered,Ben E. King,0.647,0.38,0.653,119.628
Meet The Creeper - Pink Pussy Mix,Rob Zombie,0.643,0.904,0.433,115.019
Animals - Radio Edit,Martin Garrix,0.595,0.914,0.0381,128.019
Cara y Corazón,La Transa;Tomás Maldonado,0.646,0.593,0.959,97.98
Spastik,Plastikman;Richie Hawtin,0.795,0.989,0.0397,126.274
Game Lover,Los Caligaris,0.74,0.712,0.329,115.939
More Than Meets the Eye,Testament,0.458,0.984,0.381,155.055
Medley Tatuajes/Tu Cárcel,Jorge Muñiz,0.793,0.386,0.752,100.017
Naaloney Pongaynu,Harris Jayaraj;VV Prassanna;Harish Raghavendra;Devan Ekambaram,0.714,0.495,0.238,114.979
El Dia Que Puedas,"Sergio Vega ""El Shaka""",0.808,0.456,0.872,102.645
Now (It's Just The Gas) - 1982 Original Cast,Alan Menken;Lee Wilkof;Franc Luz,0.679,0.523,0.52,110.647
All Your Love,Jakob,0.568,0.587,0.491,174.682
No No No,DJ Vadim;Katrina Blackstone;Tiggy Tafari,0.759,0.779,0.882,81.0
The Woodchuck Song,AronChupa;Little Sis Nora,0.898,0.77,0.412,126.031
Shout Baby,Ryokuoushoku Shakai,0.474,0.881,0.587,180.0
Espera a Primavera - Acústico,Nando Reis,0.664,0.679,0.817,143.083
Serseri,Teoman,0.65,0.519,0.528,74.932
Vou Desligar - Ao Vivo,Bruno & Marrone,0.726,0.667,0.288,82.041
Another Night,Real McCoy,0.813,0.882,0.874,125.983
Eu Me Enrosquei De Novo - Ao Vivo,Henrique & Juliano,0.543,0.915,0.501,131.402
Everybody Move Your Body,DJ Ham,0.497,0.982,0.238,171.964
Quien Soy,Intoxicados,0.591,0.504,0.232,126.037
Llegan Ya,Millonario,0.874,0.628,0.323,113.048
Hayranım Sana,Candan Erçetin,0.61,0.464,0.116,147.932
The black-daring horse,Ivan Kozlovsky,0.307,0.0851,0.109,90.081
Ligações Carentes,Iguinho e Lulinha;Tarcísio do Acordeon,0.654,0.808,0.898,152.078
Geni E O Zepelim,Chico Buarque,0.379,0.452,0.439,153.965
Detén el Tiempo,Peor es Nada,0.238,0.743,0.451,170.111
Someday At Christmas - Single Version / Mono,Stevie Wonder,0.42,0.486,0.223,100.124
Dog Song,The Kiboomers,0.96,0.435,0.841,120.065
100 Years,Five For Fighting,0.643,0.569,0.275,120.507
青春と一瞬 - Strings ver.,Macaroni Empitsu,0.424,0.568,0.47,175.825
Venas De Acero,Tren Loco,0.534,0.949,0.334,114.988
光の射す方へ,Mr.Children,0.661,0.754,0.871,117.917
Itsy Bitsy Spider Nursery Rhyme,ChuChu TV,0.967,0.433,0.637,116.978
SHORTY QUE TE VAYA BN <3,Rels B,0.68,0.527,0.192,88.958
INSANE,Kronos,0.469,0.984,0.237,155.094
Belly of the Beast,Brennan Savage,0.628,0.602,0.197,164.028
The Wheels on the Bus,LooLoo Kids,0.825,0.802,0.642,136.041
十年,Eason Chan,0.6,0.468,0.203,123.987
Fragilidad,Cuarteto La Púa;Victoria Di Raimondo,0.495,0.283,0.304,100.566
Thunderstorm: Heavy Rain - Loopable,Thunderstorms HD,0.271,0.961,0.0776,86.095
Boogie boa,Ewa Konstancja Bułhak,0.768,0.297,0.414,87.537
Missing You,Blamstrain,0.402,0.264,0.0425,93.07
Castigo - Ao Vivo Em Goiânia / 2007,Jorge & Mateus,0.707,0.8,0.716,129.925
És o Maior - Ao Vivo,Jéssica Augusto,0.306,0.621,0.157,107.508
Waiting For The Symphony,Night Moves,0.496,0.508,0.364,92.022
Salon musique,Maxence Cyrin,0.348,0.0427,0.158,165.491
Operate - Illenium Remix,Kill Paris;Imad Royal;ILLENIUM,0.54,0.705,0.131,91.94
Bom Mesmo É Estar Debaixo D'Água,Luedji Luna,0.556,0.428,0.366,172.05
OTRO FILI,J Balvin;Jay Wheeler,0.855,0.638,0.641,81.988
Fly Birdy Fly - Original Version,Choo Choo Soul,0.912,0.874,0.828,94.98
Саша,Izabella Yurieva,0.624,0.153,0.565,107.947
Look at Me Now,Brennan Savage,0.649,0.538,0.355,160.075
Weißer Ninja,FiNCH,0.843,0.67,0.62,127.978
On My Way To Heaven - Nox Vahn Remix,Above & Beyond;Richard Bedford;Nox Vahn,0.543,0.812,0.0975,124.973
Mental Hygiene,Internal Rot,0.158,0.967,0.0391,132.053
夜に駆ける,YOASOBI,0.67,0.874,0.789,130.041
Jungle,Tash Sultana,0.589,0.699,0.496,145.997
Filma Solo,Gabríel Ólafs,0.213,0.0377,0.0973,165.763
Take Care of the Earth,Blake Rules;Netherfriends,0.91,0.29,0.228,100.022
Route 66,Chuck Berry,0.686,0.692,0.962,79.071
Intro: Serendipity,Smyang Piano,0.541,0.0424,0.142,59.825
U.U,CA7RIEL,0.885,0.536,0.588,120.97
Nóttin læðist inn,Hafdís Huld,0.716,0.124,0.496,120.015
Look Here,BTS,0.863,0.854,0.784,119.996
Chunky,Format:B,0.803,0.858,0.862,121.989
secret base ~君がくれたもの~,ZONE,0.49,0.777,0.427,144.81
Across The Universe - Remastered 2009,The Beatles,0.257,0.412,0.858,152.126
Kette Varthe,Santesh,0.814,0.938,0.833,134.94
Circus,Isolated,0.655,0.589,0.186,179.956
You Feel Like,Hojean,0.724,0.492,0.184,102.009
Kukla,Rota,0.779,0.458,0.0543,104.903
Balma,Charan Raj;Siddhartha Belmannu,0.594,0.567,0.185,134.932
How Can You Refuse Him Now,Hank Williams;Drifting Cowboys,0.527,0.148,0.224,94.207
Sweet Tooth,Otep,0.532,0.965,0.142,107.974
Stay On These Roads,a-ha,0.573,0.527,0.15,103.985
Capa De Revista,Gilberto e Gilmar,0.478,0.438,0.57,83.256
How Hard I Try,filous;James Hersey,0.743,0.564,0.505,120.012
Dance - Dub Mix,Pal Joey,0.815,0.88,0.59,124.316
Tutu - Remix,Camilo;Shakira;Pedro Capó,0.731,0.763,0.865,154.116
Herkesler Tanır,Bahadır Sağlam,0.689,0.589,0.617,108.02
Any Given Sunday,Upon A Burning Body,0.287,0.962,0.243,112.456
"Sapna Jahan (From ""Brothers"")",Ajay-Atul;Sonu Nigam;Neeti Mohan,0.471,0.329,0.144,126.107
Foi bom esperar,Rodox,0.533,0.963,0.78,149.949
She,Elvis Costello,0.333,0.28,0.276,130.876
Kamado Tanjiro no Uta but is it okay if it's lofi?,Kijugo,0.809,0.193,0.26,140.009
Walk,Foo Fighters,0.234,0.865,0.194,137.107
Embrace - Black Coffee + Aquatone Remix,Agoria;Phoebe Killdeer;Black Coffee,0.748,0.79,0.23,110.003
"Vor, zurück",Ikke Hüftgold;Willi Herren,0.606,0.933,0.556,139.989
I Always Wanna Die (Sometimes),The 1975,0.376,0.473,0.0398,148.835
Mosquitoes,Days N Daze,0.638,0.543,0.922,140.864
Check It Out,Oh The Larceny,0.645,0.945,0.718,120.029
Angels We Have Heard On High,Josh Groban;Brian McKnight;London Symphony Orchestra,0.456,0.281,0.259,110.009
Invincible,Neolux,0.506,0.929,0.139,150.064
Pela hora,Grupo Fundo De Quintal,0.673,0.795,0.938,120.573
In Our Haunted House,Andrew Gold,0.523,0.501,0.478,149.129
Idhayathai Yedho Ondru,Harris Jayaraj;Chinmayi,0.721,0.496,0.217,131.969
Yeh Tera Ghar Yeh Mera Ghar,Jagjit Singh;Chitra Singh,0.668,0.626,0.8,119.407
One Piece x Pirates of The Caribbean,Samuel Kim,0.434,0.804,0.284,104.382
Estoy Solo,Los Estramboticos,0.617,0.969,0.791,153.07
Gratiot Avenue Piano,Terrence Parker,0.802,0.879,0.962,124.0
Empty Inside,Skarlett Riot,0.522,0.906,0.36,75.031
Travelin' Man - Remastered,Ricky Nelson,0.723,0.44,0.843,123.217
Exciter,Poisonblack,0.393,0.716,0.179,83.941
Snilepisk,Kvelertak,0.133,0.944,0.306,86.603
Eu e Você Sempre,Diogo Nogueira,0.732,0.634,0.886,85.976
"Free Fallin' - Live at the Nokia Theatre, Los Angeles, CA - December 2007",John Mayer,0.315,0.296,0.435,173.509
"Carnaval, Op. 9: No. 21, Marche des Davidsbündler contre les Philistins (Live in Japan, 2022)",Robert Schumann;Pavel Nersessian,0.416,0.211,0.28,149.94
Não vá ainda,Zélia Duncan,0.496,0.413,0.358,78.821
"Lieutenant Kijé, Symphonic Suite, Op. 60: IV. Troïka",Chicago Symphony Orchestra;Claudio Abbado,0.375,0.145,0.329,77.903
Dominatin' - 1993 Summer Remix,The Prophet,0.384,0.987,0.046,99.86
Untroubled,Kidnap,0.77,0.891,0.483,125.003
Tere Liye,Atif Aslam;Shreya Ghoshal,0.624,0.906,0.632,129.99
Oh Nanana,Bonde R300,0.606,0.536,0.614,172.335
Street Life (Edit),Randy Crawford,0.55,0.548,0.819,111.612
Senin de Aşkın Yalanmış - Akustik,Emre Kaya,0.55,0.497,0.375,88.039
Lifetime To Regret,George Jones,0.448,0.297,0.653,108.008
Adivina,Totoy El Frio;Beéle,0.608,0.791,0.33,115.635
Ten Degrees and Getting Colder (feat. Dailey & Vincent),Dan Tyminski;Dailey & Vincent,0.625,0.528,0.72,98.422
热爱105°C的你,A Si,0.799,0.613,0.751,137.124
"Chaar Botal Vodka (From ""Ragini Mms 2"")",Yo Yo Honey Singh,0.877,0.881,0.874,123.024
Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons;JID;Arcane;League of Legends,0.728,0.783,0.555,77.011
Aimer,Tryo,0.732,0.851,0.605,102.005
So Called Life,Three Days Grace,0.505,0.909,0.457,160.051
The Last of Us,Gustavo Santaolalla,0.574,0.468,0.352,154.626
The Shape of Things to Come,Hocico,0.47,0.947,0.218,115.996
Deslizes,Fagner,0.54,0.394,0.49,136.48
Desde Tu Adiós,Cyclo;Piter-G;Zarcort;Kronno Zomber,0.725,0.617,0.357,114.069
Stupid Girl,Cold,0.431,0.854,0.179,138.731
She Won't Let Me Fuck,Afroman,0.933,0.448,0.774,99.968
Make A Move - Edit,Bioweapon;Code Black;Audiofreq,0.56,0.982,0.676,150.036
Hesitate,Stone Sour,0.448,0.805,0.201,125.998
Part Time Summer,THREE1989,0.795,0.486,0.513,95.031
Impossível de Esquecer,Fernanda Brum E Eyshila,0.549,0.626,0.355,146.029
Black Magic,Slayer,0.148,0.908,0.0707,93.888
Retaliation,The Chisel,0.384,0.858,0.821,97.735
Un corazón olvidado,Cuco Sánchez,0.48,0.0797,0.134,86.993
Pika Girl,S3RL,0.592,0.991,0.523,175.047
On My Way Home,Moodymann,0.791,0.597,0.605,133.783
Be Our Guest - Remastered 2018,Angela Lansbury;Jerry Orbach;Chorus - Beauty And the Beast,0.506,0.316,0.528,124.715
Yeh Shaam,Shubham Kabra,0.304,0.41,0.324,88.123
The Feels,TWICE,0.808,0.903,0.922,120.044
DROGEN,JPD,0.583,0.405,0.185,143.555
シネマ,PASSEPIED,0.576,0.947,0.656,125.024
Merica the Beautiful,Chris Hardwick,0.534,0.902,0.483,86.19
Three Little Birds,Bob Marley & The Wailers,0.826,0.49,0.627,74.126
Magic,Cheyenne Jackson;Kerry Butler;Curtis Holbrook;Anika Larsen;Kenita Miller;Mary Testa;Jackie Hoffman;André Ward,0.572,0.49,0.421,110.436
Tender People,Japanther,0.641,0.844,0.523,96.298
Kingdom,VNV Nation,0.525,0.815,0.657,135.031
Con Calma,Daddy Yankee;Snow,0.737,0.86,0.656,93.989
Strangers (with Mansionair),Dom Dolla;Mansionair,0.633,0.891,0.427,126.022
Sage Mode (Jiraiya Rap),Rustage,0.866,0.842,0.844,140.031
La Concha de Dio$,Asspera,0.598,0.976,0.617,94.984
2084,Dear Jane,0.361,0.846,0.443,104.932
Beer for Breakfast,Nobodys,0.393,0.909,0.605,188.001
Después de Tí No Hay Nada,Edwin Luna y La Trakalosa de Monterrey,0.769,0.527,0.958,125.967
My Love,Jethro Heston,0.789,0.784,0.567,126.014
Отношения = говно,Electroforez,0.57,0.802,0.312,97.972
Silver Screen (Shower Scene),Felix Da Housecat,0.816,0.747,0.389,120.976
Nerve Flip,Red Hot Chili Peppers,0.386,0.936,0.418,176.366
Emulator,Stumbleine,0.225,0.528,0.108,80.179
Coração Leviano,Paulinho Da Viola,0.671,0.668,0.925,107.472
The Union,The Tony Danza Tapdance Extravaganza,0.22,0.986,0.0386,149.318
天使のウインク,Seiko Matsuda,0.681,0.438,0.427,141.012
2000 Miles - 2007 Remaster,Pretenders,0.292,0.709,0.452,99.303
Ah Up,Sound Quelle,0.533,0.818,0.238,111.979
Va Varika Va - Kerala Blasters Cheer Song,Shabareesh Varma,0.639,0.773,0.58,129.973
Dois Corações e uma História / Felicidade Que Saudade de Você - Ao Vivo,Ícaro e Gilmar,0.496,0.444,0.495,141.709
Something to Fall Back On,Ben Bailey,0.499,0.806,0.0657,104.027
Meu Espirito Voa,Cidade Verde Sounds;Oriente;Pele MilFlows,0.824,0.489,0.577,93.963
Con la Misma Moneda,Josimar y Su Yambú,0.536,0.665,0.453,88.76
Lágrimas Vão e Vem,Opção 3,0.744,0.631,0.453,132.063
Um Dia,Rosa de Saron,0.63,0.612,0.358,107.965
チャンスの順番,AKB48,0.455,0.945,0.768,157.915
Chicharrón,Guaynaa;Cauty,0.734,0.789,0.811,76.182
In Da Car,NSG;MHD,0.894,0.746,0.775,101.016
Your Song - Remastered,Elton John,0.555,0.336,0.303,127.792
Namorando Bloqueia,Paula Mattos,0.731,0.851,0.923,131.894
РЫТЬ,FACE,0.822,0.345,0.33,114.926
Sweet Nothing (feat. Florence Welch),Calvin Harris;Florence Welch,0.573,0.929,0.582,127.934
Todas las Cabezas Están Locas,Guaco;Alex Cuba,0.692,0.7,0.733,171.848
Mahlzeit,FiNCH,0.764,0.917,0.904,140.087
ポンコツな君が好きだ,NGT48,0.478,0.921,0.663,156.011
The Banjo Beat,HAYASA G,0.837,0.708,0.827,129.944
Recordar para No Olvidar,Malon,0.348,0.967,0.328,185.97
Lang Zullen Ze Leven,FEEST DJ MAARTEN,0.703,0.64,0.908,120.003
Run Pete Run,Jimmy Martin,0.623,0.42,0.901,103.695
That's the Way Love Is - Deep House Mix-Extended Version,Ten City,0.703,0.541,0.961,119.732
Crisis,Hans Zimmer;Adam Lukas;James Everingham;AURORA,0.0971,0.206,0.0722,179.968
To Były Piękne Dni,Venus,0.862,0.757,0.735,110.07
Make It,Demeter,0.761,0.511,0.43,82.363
Daffodils,Kate Baldwin;Norbert Leo Butz,0.335,0.272,0.18,100.418
Martyrium,Windir,0.253,0.865,0.16,88.006
One Minute (feat. Kanye West & Travis Barker),XXXTENTACION;Kanye West;Travis Barker,0.568,0.636,0.879,113.497
Where Do You Go To (My Lovely) - Re-Recorded,Peter Sarstedt,0.558,0.444,0.444,182.583
Toprock Level 1,"Christopher ""Zondaflex"" Tyler",0.721,0.893,0.815,197.615
Call You Mine,The Chainsmokers;Bebe Rexha,0.585,0.696,0.522,104.01
Éphémère,Tony Anderson,0.278,0.0217,0.223,104.541
Dema - Original Mix,Octave One,0.786,0.633,0.421,133.065
Sun Screen,Timothy Infinite,0.758,0.431,0.279,67.598
Under Saturn's Shadow,Tiger Army,0.321,0.97,0.322,157.695
Drop Set - Mix Edit,NG Rezonance,0.44,0.982,0.24,139.944
Todo Dia Até Morrer,Rodolfo Abrantes;O Muro de Pedra,0.757,0.643,0.835,128.0
5 Little Monkeys,Jack Hartmann,0.792,0.825,0.871,180.334
I Need You More,Bethel Music;Kim Walker-Smith,0.446,0.467,0.184,130.08
Perfect - Piano Version,Daniele Leoni,0.297,0.0627,0.151,184.227
The Phantom Beat,Wildstylez,0.592,0.802,0.0385,150.017
Ignorance,Paramore,0.522,0.964,0.51,170.944
Keep It Clean,Jaron Nurse,0.56,0.644,0.875,82.505
Slapfuck,Soilent Green,0.324,0.887,0.345,98.974
Mayhem MF - Original Mix,The Prophet,0.753,0.844,0.131,89.993
Kasavinte Thattamittu,Vidyasagar;Vineeth Sreenivasan,0.733,0.568,0.901,88.954
The Clocktower/For the Dreamers (reprise),Roger Bart,0.295,0.464,0.101,80.543
Będę Tylko Twoja,CamaSutra,0.735,0.916,0.914,137.008
Commuter,Ceephax Acid Crew,0.691,0.959,0.733,125.838
E' de' det här du kallar kärlek,Lasse Holm;Monica Thörnell,0.638,0.883,0.913,118.198
Eterno Replay - Ao Vivo,Henrique & Juliano,0.658,0.719,0.805,161.889
Susu,SomeWhatSuper;Ahsan Javed,0.731,0.574,0.602,159.703
Gone Too Soon,Daughtry,0.515,0.593,0.265,95.967
Deja Vu,ATEEZ,0.692,0.835,0.566,80.017
Gimme Some More,Technikore,0.4,0.997,0.369,171.989
"Sonate, Op. 5: III. (Adagio)",Arcangelo Corelli;Cet étrange éclat,0.128,0.0194,0.0576,87.224
Mitternacht in Trinidad,Die Flippers,0.651,0.755,0.74,130.733
Rock & Roll Queen,The Subways,0.381,0.746,0.263,141.518
Du är snart där (Live),Håkan Hellström,0.301,0.583,0.361,140.333
Angel Band,Ralph Stanley,0.516,0.123,0.384,81.945
Faking News,De-Phazz;Hattler;Fola Dada,0.776,0.416,0.609,116.046
Baatein Kuch Ankahee Si - Unplugged,Pritam;Suhail Kaul,0.71,0.229,0.448,122.929
Solución Suicida,Horcas,0.263,0.951,0.137,127.602
The Time of Revenge,Graveland,0.215,0.988,0.0359,146.588
Even So - 2012 Remaster,Everything But The Girl,0.736,0.336,0.72,128.276
Do Deewane Shaher Mein,Runa Laila;Bhupinder Singh,0.393,0.69,0.673,83.825
En El Mar,La Sonora Matancera;Carlos Argentino,0.797,0.32,0.879,125.999
Jetlag,Mike Williams;Brooks,0.659,0.946,0.487,128.019
Cherry Waves,Deftones,0.47,0.859,0.17,124.01
Swing - Solomun Remix,José González;Solomun,0.72,0.7,0.861,120.998
La Suavecita,Valentín Elizalde,0.697,0.501,0.792,113.66
I'm Sitting On A Stone,Sergei Lemeshev,0.576,0.13,0.885,104.358
It Ends Tonight,The All-American Rejects,0.454,0.631,0.313,87.888
Tu Solo Tu,Cuco Sánchez,0.485,0.191,0.396,141.366
Tell Somebody Bout Jesus,Jaron Nurse,0.668,0.612,0.722,82.861
Electro Movimiento,Calle 13,0.803,0.86,0.534,109.966
Se Tiver Coragem Joga Fora,Zezo,0.774,0.595,0.546,76.022
Me And My Dogs,Mavado,0.54,0.713,0.442,137.987
First Day of School,CoComelon,0.975,0.243,0.817,120.103
Aakasam Adhiri Pada,Yuvan Shankar Raja;Narayanan Ravishankar,0.742,0.692,0.628,149.949
Reverb Beat,White Noise for Babies,0.439,0.182,0.0755,139.957
my boy,Billie Eilish,0.692,0.394,0.324,89.936
For My Hand,Tre Oh Fie,0.678,0.716,0.536,150.064
O som do tambor,Ferrugem,0.637,0.755,0.688,93.977
Delay Distortion,Wildstylez,0.537,0.835,0.0487,149.988
Viejas Esperanzas,Eterna Inocencia,0.326,0.963,0.522,197.98
The World Is Ending (No One Cares),Direct Hit!,0.43,0.994,0.583,95.974
Si Me Ves,Cadena Perpetua,0.541,0.786,0.515,144.889
No Grave Deep Enough,Primordial,0.327,0.944,0.167,122.999
Between Dreams and Reality - Niko Schwind Remix,Stereo Express;Niko Schwind,0.715,0.707,0.143,110.01
Zoom,Blastoyz;Ranji,0.641,0.928,0.301,139.982
Tus Besos,Pole.;Oscu,0.58,0.777,0.826,104.752
Stargazing,Kygo;Justin Jesso,0.677,0.497,0.419,99.137
Close To You,Frank Ocean,0.855,0.663,0.815,77.978
pirate song,mehro,0.497,0.401,0.269,179.928
Nada,Amores Tangos;Julia Zenko,0.408,0.316,0.343,79.34
Are You Lonesome Tonight?,Elvis Presley,0.433,0.0748,0.193,73.093
I May Never See You Again,Saba Alizadeh,0.262,0.296,0.0552,86.315
The More We Get Together,Super Simple Songs,0.699,0.232,0.88,152.083
We Dance - Live,Bethel Music;Steffany Gretzinger,0.302,0.274,0.379,75.891
La Camisa Vieja,Cepeda,0.322,0.686,0.486,79.228
Imagination,Shawn Mendes,0.64,0.455,0.333,89.948
greatestlove,Musiq Soulchild,0.588,0.667,0.454,123.939
Thanks Bitch,Girl Pusher,0.552,0.719,0.421,139.495
"Lezione di Musica/Canta Usignolo/Lucifero, Gatto Cattivo/Un Messaggio Di Sua Maestà",Cast - Cenerentola,0.277,0.0906,0.277,89.329
Dr. Feelgood (2021- Remaster),Mötley Crüe,0.533,0.964,0.36,110.959
Soft Night,Elskavon,0.249,0.00248,0.0788,73.601
All Through the Night,Sleeping At Last,0.309,0.204,0.289,185.309
Sunqullay,William Luna,0.466,0.666,0.865,78.138
A Bad Plan Is a Good Plan,Lorne Balfe,0.208,0.32,0.034,74.574
Por Fin Te Encontré,Cali Y El Dandee;Juan Magán;Sebastian Yatra,0.645,0.822,0.837,179.994
So Good to Me - Radio Edit,Chris Malinchak,0.716,0.465,0.416,120.988
Helping Song,CoComelon,0.929,0.287,0.884,110.045
Despacito (Featuring Daddy Yankee),Luis Fonsi;Daddy Yankee,0.659,0.802,0.863,177.936
Solitaire,Joey Niceforo,0.23,0.26,0.165,116.226
Transilvanian Hunger - Studio,Darkthrone,0.267,1.0,0.0215,138.616
Two Brown Eyes,Eddie Noack,0.61,0.464,0.737,134.153
Você Não Sabe o Que Perdeu,Cachorro Grande,0.501,0.94,0.835,136.525
Uncle Pen,Ricky Skaggs,0.566,0.719,0.92,129.423
Saka Saka Saka,MC Mazzie;DJ NpcSize;DJ Wizard,0.805,0.743,0.612,130.143
Lathiri Poothiri,Gowry Lekshmi,0.8,0.605,0.779,130.138
Thare Vaaste,Divya Kumar,0.598,0.743,0.573,87.017
Gabriel - Live Garage Mix,Roy Davis Jr.;Peven Everett,0.829,0.332,0.448,128.627
Forever Longing,U137,0.0952,0.332,0.0653,74.928
Destroy Everything You Touch,Ladytron,0.524,0.771,0.705,120.336
I Guess You Moved On,Papithbk,0.743,0.74,0.191,97.01
Miracles,Refuzion;fawlin,0.536,0.9,0.671,147.969
Hush - 1998 Remaster,Deep Purple,0.57,0.635,0.196,108.431
Sometimes I Dream,Mario Frangoulis;Daniel May,0.427,0.661,0.272,143.98
Nanniyode Njan Sthuthi,Don Valiyavelicham;Charly Sam,0.418,0.64,0.291,160.032
BachaSalsa Vol. 1,Chiquito Team Band,0.771,0.656,0.962,114.994
A Thousand Years - Acoustic,Jonah Baker,0.385,0.114,0.269,93.314
La Reina de Marte,Massacre,0.499,0.877,0.442,127.911
I Can't Feel Those Chains Any Longer - Live,John Williamson,0.661,0.599,0.86,125.557
Karupp,Ababeel,0.387,0.391,0.249,106.907
Du fria (rullande åska live) [feat. Silvana Imam & First Aid Kit],Håkan Hellström;First Aid Kit;Silvana Imam,0.465,0.879,0.288,132.875
Asterix e Obelix,Mc Kadu;Dj Victor,0.819,0.356,0.734,113.227
Tubular Bells,Mike Oldfield,0.283,0.201,0.149,149.531
josephine,tstewart;Machinedrum,0.469,0.397,0.0627,82.659
Peru - Acoustic,Fireboy DML;Ed Sheeran,0.82,0.603,0.673,107.998
Woman To Man,Tony Allen;Ty,0.898,0.801,0.724,115.028
Adonde Quiera Que Voy,Miguel Cantilo,0.608,0.762,0.786,115.002
Marry For Love,Andrew Lloyd Webber,0.258,0.407,0.324,117.097
Акид,PHARAOH;Mnogoznaal,0.882,0.654,0.308,133.039
I'm Late,Cameron's Bedtime Classics,0.332,0.319,0.0685,116.558
Dominant,Prince Swanny,0.551,0.592,0.538,145.075
This Is on You,Maisie Peters,0.715,0.508,0.274,95.981
Luau in Honolulu,"Sarah, the Illstrumentalist",0.745,0.362,0.525,93.008
Purple People Eater,The Party Cats,0.694,0.771,0.766,159.878
Certified Indian Actresses (C.I.A),Arvind Raj;Music Kitchen,0.884,0.724,0.79,100.041
Sehnsucht,Rammstein,0.6,0.954,0.665,140.125
Sleep All Day,Jason Mraz,0.616,0.81,0.79,97.994
We End Up Together,The New Pornographers,0.503,0.603,0.459,178.057
Indicate,Øfdream,0.506,0.833,0.199,95.008
D.I.Y. (Edit),KMFDM,0.579,0.979,0.425,124.005
The Lurch,Two Lone Swordsmen,0.714,0.614,0.69,114.059
Light of Mine,WHIPPED CREAM;Jimorrow,0.56,0.973,0.0749,159.976
Hallelujah,Carrie Underwood;John Legend,0.335,0.43,0.379,78.259
Sincerely Yours,BCee;Leo Wood,0.598,0.719,0.311,173.956
"Verdi: Aida, Act 2: ""Salvator della patria"" (Il Re, Radamès, Ramfis, Sacerdoti)",Giuseppe Verdi;Riccardo Muti;New Philharmonia Orchestra,0.213,0.1,0.114,91.425
離心力,G.E.M.,0.64,0.68,0.257,117.993
One Life,Mike Perry,0.653,0.757,0.238,128.018
The Christmas Song (Chestnuts Roasting On An Open Fire),Judah & the Lion,0.53,0.682,0.307,138.231
Whispers in the Dark,Skillet,0.509,0.938,0.335,94.019
"Surprise Me, I'm Surprised Today",Nina Kraviz;Bara Nova,0.678,0.373,0.0618,134.998
Suka Suka,The Changcuters,0.554,0.914,0.688,149.812
Bir Damla Gözlerimde - Live,Pinhani,0.578,0.58,0.313,107.069
Church Street Blues (feat. Molly Tuttle),Dan Tyminski;Molly Tuttle,0.558,0.592,0.842,109.373
Chak De India,Salim–Sulaiman;Sukhwinder Singh;Marianne D'Cruz;Jaideep Sahni,0.755,0.894,0.799,104.985
Fool in the Rain - Remaster,Led Zeppelin,0.52,0.912,0.702,131.403
Afraid of What's Inside,Fairlane;Kala,0.486,0.933,0.102,160.009
Súbete al tren de la alegría,Duo Tiempo de Sol,0.692,0.876,0.983,127.651
Loyal,ODESZA,0.497,0.925,0.262,139.961
Tree Houses,Keeno,0.439,0.881,0.056,173.981
For You,Laura Marling,0.553,0.104,0.186,97.067
Everytime We Touch - Remastered,Maggie Reilly,0.633,0.821,0.579,105.917
Noncompliance to Astm F899-12 Standard,Carcass,0.248,0.991,0.104,92.406
Muñequita (Roly Poly),Enrique Guzman,0.55,0.534,0.944,103.359
Vuelvo al sur,"Amores Tangos;Negro Falótico;""Pepo"" San Martín",0.37,0.467,0.339,133.254
The Seatbelt Song,Blake Rules;Netherfriends,0.788,0.443,0.317,101.439
Someone Else,Sullivan King,0.363,0.763,0.218,144.659
Awave,24SJU,0.795,0.678,0.898,80.037
Meathook,Andrew Baena;Cooper Lagace,0.281,0.771,0.157,108.689
Aaoge Tum Kabhi,The Local Train,0.534,0.863,0.374,98.006
Lagda Na,Zaeden;Stunnah Beatz,0.67,0.587,0.67,167.873
No Es Casualidad - En Vivo,Willie Gonzalez,0.564,0.866,0.509,99.658
Gasoline,Trampled by Turtles,0.583,0.449,0.0694,116.896
Diamonds,Kid Travis,0.77,0.33,0.548,139.911
Army to Your Party,Orgy;Crichy Crich,0.577,0.95,0.704,139.962
Fait Accompli,Ana Diaz,0.706,0.559,0.234,124.894
"Shins Up, Tins Up",The Beefs,0.62,0.93,0.657,105.277
